name,is_male,is_fictional,age,is_married,is_turkish,from_movie,from_anime,from_tv_series,is_politician,is_actor,is_singer,is_sportsman,is_historical,popularity_score,height_cm,has_children,is_alive,birth_year,category,nationality,has_beard,wears_glasses,is_football_player,is_rapper,is_youtuber,known_for,is_director,is_model,is_comedian,is_tv_host,is_villain,is_superhero,burc,likes_strawberry_milk,has_dog,has_cat,favorite_food,spotify_listeners_million,played_for_galatasaray,played_for_fenerbahce,played_for_besiktas,played_for_real_madrid,won_ballon_dor,won_oscar,won_grammy,divorced,has_famous_partner,is_bald,has_tattoo,known_for_80s
Ozzy Osbourne,1,0,78,1,0,0,0,0,0,0,1,0,0,92,0,0,1,1948,Müzisyen,İngiliz,0,0,0,0,0,"Black Sabbath, Prince of Darkness, reality show ailesi",0,0,0,0,0,0,Boğa,0,0,1,steak,9.2,0,0,0,0,0,0,0,0,0,0,0,1
Larry David,1,0,79,0,0,1,0,1,0,1,0,0,0,90,0,0,1,1947,Komedyen,Amerikalı,1,0,0,0,0,"Seinfeld ortak yaratıcısı, Curb Your Enthusiasm, nevrotik mizah",0,0,1,0,0,0,Kova,0,1,0,ramen,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Rajkumar Hirani,1,0,64,1,0,1,0,0,0,0,0,0,0,84,0,1,1,1962,Yönetmen,Hint,1,1,0,0,0,"3 Idiots, PK, duygusal komedi",1,0,1,0,0,0,Koç,1,0,0,paella,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Shawn Mendes,1,0,28,1,0,0,0,0,0,0,1,0,0,88,0,1,1,1998,Müzisyen,Kanadalı,0,0,0,0,0,"Stitches, Señorita, gitar popu",0,0,0,0,0,0,Oğlak,1,0,1,sushi,8.8,0,0,0,0,0,0,0,0,0,0,0,0
Robert Plant,1,0,78,1,0,0,0,0,0,0,1,0,0,92,0,0,1,1948,Müzisyen,İngiliz,0,0,0,0,0,"Led Zeppelin vokali, Stairway to Heaven, yüksek rock vokali",0,0,0,0,0,0,Boğa,0,1,1,pasta,9.2,0,0,0,0,0,0,0,0,0,0,0,1
Donatella Versace,1,0,71,1,0,0,0,0,0,0,0,0,0,90,0,0,1,1955,Moda Tasarımcısı,İtalyan,0,0,0,0,0,"Versace, altın Medusa logosu, gösterişli podyumlar",0,0,0,0,0,0,Başak,0,0,0,risotto,0.0,0,0,0,0,0,0,0,0,0,1,0,1
Timbaland,1,0,54,1,0,0,0,0,0,0,1,0,0,86,0,0,1,1972,Müzisyen,Amerikalı,1,0,0,0,0,"Nelly Furtado prodüksiyonları, Missy Elliott beatleri, futuristik ritimler",0,0,0,0,0,0,Yay,0,0,0,curry,8.6,0,0,0,0,0,0,0,0,0,0,1,1
Aamir Khan,1,0,61,1,0,1,0,1,0,1,0,0,0,94,0,0,1,1965,Oyuncu,Hint,1,0,0,0,0,"3 Idiots, Dangal, sosyal mesajlı Bollywood filmleri",0,0,0,0,0,0,Yay,0,0,0,curry,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Mübeccel Kıray,1,0,103,0,1,0,0,0,0,0,0,0,0,76,0,0,0,1923,Sosyolog,Türk,0,0,0,0,0,"Ereğli çalışması, toplumsal değişme, Türk sosyolojisi",0,0,0,0,0,0,Balık,0,0,0,lahmacun,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Slavoj Žižek,1,0,77,0,0,0,0,0,0,0,0,0,0,88,0,1,1,1949,Filozof,Sloven,0,0,0,0,0,"ideoloji eleştirisi, Lacan yorumları, popüler kültür analizleri",0,0,0,0,0,0,Yengeç,0,0,1,risotto,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Mustafa İslamoğlu,1,0,66,1,1,0,0,1,0,0,0,0,0,76,0,1,1,1960,İlahiyatçı,Türk,0,0,0,0,0,"meal çalışmaları, tefsir dersleri, konferanslar",0,0,0,1,0,0,Oğlak,0,0,1,menemen,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Katy Perry,1,0,42,0,0,0,0,0,0,0,1,0,0,94,0,0,1,1984,Müzisyen,Amerikalı,0,0,0,0,0,"Firework, Roar, renkli pop klipleri",0,0,0,0,0,0,Balık,0,0,0,steak,9.4,0,0,0,0,0,0,1,0,0,0,0,0
Tony Blair,1,0,73,1,0,0,0,0,1,0,0,0,0,90,0,1,1,1953,Lider,İngiliz,1,0,0,0,0,"New Labour, Irak Savaşı, üçüncü yol siyaseti",0,0,0,0,0,0,Koç,0,0,0,salad,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Emmanuelle Charpentier,0,0,58,0,0,0,0,0,0,0,0,0,0,88,0,1,1,1968,Bilim İnsanı,Fransız,0,0,0,0,0,"CRISPR-Cas9, Nobel Kimya, gen düzenleme",0,0,0,0,0,0,Terazi,0,1,0,taco,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Satya Nadella,1,0,59,0,0,0,0,0,0,0,0,0,0,90,0,0,1,1967,Girişimci,Hint-Amerikalı,0,0,0,0,0,"Microsoft CEO'luğu, Azure, bulut dönüşümü",0,0,0,0,0,0,Balık,0,1,0,pasta,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Doğan Hızlan,1,0,89,0,1,0,0,0,0,0,0,0,0,78,0,0,0,1937,Gazeteci,Türk,0,0,0,0,0,"edebiyat yazıları, Hürriyet köşesi, kitap fuarı söyleşileri",0,0,0,0,0,0,Akrep,1,0,1,iskender,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kaká,1,0,44,1,0,0,0,0,0,0,0,1,0,90,186,1,1,1982,Futbolcu,Brezilyalı,1,1,1,0,0,"Milan, Ballon d'Or 2007, zarif hızlanma",0,0,0,0,0,0,Koç,1,0,0,pizza,0.0,0,0,0,0,1,0,0,1,0,0,1,0
Matteo Salvini,1,0,53,1,0,0,0,0,1,0,0,0,0,82,0,0,1,1973,Lider,İtalyan,1,1,0,0,0,"Lega liderliği, göçmen karşıtı söylem, İçişleri Bakanlığı",0,0,0,0,0,0,Yay,0,0,0,taco,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Konrad Lorenz,1,0,123,1,0,0,0,0,0,0,0,0,0,84,0,0,0,1903,Bilim İnsanı,Avusturyalı,0,0,0,0,0,"imprinting, kaz yavruları, etoloji",0,0,0,0,0,0,Boğa,0,0,1,noodle,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Kalanick,1,0,50,0,0,0,0,0,0,0,0,0,0,82,0,0,1,1976,Girişimci,Amerikalı,0,0,0,0,0,"Uber kurucusu, ride-sharing krizi, agresif büyüme",0,0,0,0,0,0,Balık,1,0,0,pancake,0.0,0,0,0,0,0,0,0,0,0,1,0,0
Cahit Zarifoğlu,1,0,86,1,1,0,0,0,0,0,0,0,0,82,0,0,1,1940,Yazar,Türk,1,0,0,0,0,"Yedi Güzel Adam, Menziller, çocuk kitapları",0,0,0,0,0,0,Yay,1,1,0,mantı,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Muzaffer İzgü,1,0,93,1,1,0,0,0,0,0,0,0,0,82,0,0,0,1933,Yazar,Türk,0,0,0,0,0,"Zıkkımın Kökü, çocuk kitapları, mizahi öyküler",0,0,0,0,0,0,Boğa,1,1,1,balık,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kurtis Blow,1,0,67,0,0,0,0,0,0,0,1,0,0,78,0,0,1,1959,Müzisyen,Amerikalı,1,0,0,1,0,"The Breaks, erken dönem rap, hip-hop öncülüğü",0,0,0,0,0,0,Kova,1,0,0,pizza,7.8,0,0,0,0,0,0,0,0,0,1,0,1
George Soros,1,0,96,0,0,0,0,0,0,0,0,0,0,92,0,1,0,1930,İş İnsanı,Macar-Amerikalı,0,0,0,0,0,"Quantum Fund, İngiltere Merkez Bankası short'u, Açık Toplum Vakfı",0,0,0,0,0,0,Yengeç,0,1,1,steak,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmet Ümit,1,0,63,1,1,0,0,0,0,0,0,0,1,92,175,1,1,1960,Yazar,Türk,1,1,0,0,0,Polisiye romanlar ve Başkomser Nevzat,0,0,0,0,0,0,Libra,0,1,0,Kebap,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Lucy Lawless,1,0,58,1,0,1,0,1,0,1,0,0,0,84,0,1,1,1968,Oyuncu,Yeni Zelandalı,1,1,0,0,0,"Xena Warrior Princess, Spartacus, kült TV kahramanı",0,0,0,0,0,0,Koç,1,0,0,pizza,0.0,0,0,0,0,0,0,0,0,0,0,1,1
José Mujica,1,0,91,0,0,0,0,0,1,0,0,0,0,88,0,0,0,1935,Lider,Uruguaylı,1,0,0,0,0,"Uruguay başkanlığı, sade yaşamı, eski gerilla geçmişi",0,0,0,0,0,0,İkizler,0,0,0,taco,0.0,0,0,0,0,0,0,0,0,0,1,1,0
Peter Singer,1,0,80,1,0,0,0,0,0,0,0,0,0,86,0,0,1,1946,Filozof,Avustralyalı,1,1,0,0,0,"Animal Liberation, etkili özgecilik, uygulamalı etik",0,0,0,0,0,0,Yay,0,1,0,curry,0.0,0,0,0,0,0,0,0,0,1,0,1,1
Joseph Stiglitz,1,0,83,0,0,0,0,0,0,0,0,0,0,88,0,0,1,1943,Bilim İnsanı,Amerikalı,0,0,0,0,0,"bilgi ekonomisi, Nobel Ekonomi, küreselleşme eleştirileri",0,0,0,0,0,0,Akrep,0,1,1,risotto,0.0,0,0,0,0,0,0,0,0,0,1,0,0
Kathryn Bigelow,1,0,75,0,0,1,0,0,0,0,0,0,0,88,0,1,1,1951,Yönetmen,Amerikalı,1,0,0,0,0,"The Hurt Locker, Zero Dark Thirty, Oscar kazanan ilk kadın yönetmen",1,0,0,0,0,0,Terazi,0,1,0,curry,0.0,0,0,0,0,0,1,0,0,0,0,1,1
Aung San Suu Kyi,1,0,81,0,0,0,0,0,1,0,0,0,0,88,0,0,1,1945,Lider,Myanmarlı,0,0,0,0,0,"Nobel Barış Ödülü, Myanmar demokrasi hareketi, Rohingya eleştirileri",0,0,0,0,0,0,Akrep,0,0,1,noodle,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Paul Scholes,1,0,52,0,0,0,0,0,0,0,0,1,0,86,168,1,1,1974,Futbolcu,İngiliz,0,0,1,0,0,"Manchester United pas ustası, uzaktan şutlar, sessiz karakter",0,0,0,0,0,0,Yengeç,1,1,1,pancake,0.0,0,0,0,0,0,0,0,0,0,1,0,0
Boutros Boutros-Ghali,1,0,104,0,0,0,0,0,1,0,0,0,0,78,0,0,0,1922,Lider,Mısırlı,1,0,0,0,0,"BM Genel Sekreterliği, Agenda for Peace, Mısır diplomasisi",0,0,0,0,0,0,Kova,0,1,0,taco,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mustafa Kutlu,1,0,79,0,1,0,0,0,0,0,0,0,0,82,0,0,1,1947,Yazar,Türk,1,0,0,0,0,"Uzun Hikâye, Anadolu hikâyeciliği, Dergâh çevresi",0,0,0,0,0,0,İkizler,0,0,0,gözleme,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Ari Aster,1,0,40,0,0,1,0,0,0,0,0,0,0,84,0,0,1,1986,Yönetmen,Amerikalı,0,0,0,0,0,"Hereditary, Midsommar, folk horror atmosferi",1,0,0,0,0,0,Balık,1,1,0,sushi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ruud Gullit,1,0,64,1,0,0,0,0,0,0,0,1,0,88,190,0,1,1962,Futbolcu,Hollandalı,0,0,1,0,0,"Milan üçlüsü, dreadlock saçları, total futbol mirası",0,0,0,0,0,0,Başak,0,0,0,risotto,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Alfonso Cuarón,1,0,65,0,0,1,0,0,0,0,0,0,0,88,0,0,1,1961,Yönetmen,Meksikalı,1,0,0,0,0,"Roma, Gravity, Children of Men",1,0,0,0,0,0,İkizler,0,1,0,taco,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Milton Friedman,1,0,114,1,0,0,0,0,0,0,0,0,0,90,0,0,0,1912,Bilim İnsanı,Amerikalı,0,0,0,0,0,"monetarizm, Free to Choose, Chicago School",0,0,0,0,0,0,Boğa,0,1,1,risotto,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Akio Toyoda,1,0,70,1,0,0,0,0,0,0,0,0,0,82,0,1,1,1956,İş İnsanı,Japon,1,0,0,0,0,"Toyota başkanlığı, otomotiv mirası, yarış tutkusu",0,0,0,0,0,0,Koç,1,0,0,paella,0.0,0,0,0,0,0,0,0,1,0,0,1,1
Nas,1,0,53,0,0,0,0,0,0,0,1,0,0,90,0,0,1,1973,Müzisyen,Amerikalı,1,0,0,1,0,"Illmatic, NY State of Mind, Queensbridge rap",0,0,0,0,0,0,İkizler,0,1,0,salad,9.0,0,0,0,0,0,0,1,0,1,0,1,0
Alfred Adler,1,0,156,0,0,0,0,0,0,0,0,0,0,84,0,1,0,1870,Psikolog,Avusturyalı,1,0,0,0,0,"bireysel psikoloji, aşağılık kompleksi, sosyal ilgi",0,0,0,0,0,0,Terazi,0,1,0,taco,0.0,0,0,0,0,0,0,0,0,1,0,1,0
Jensen Huang,1,0,63,0,0,0,0,0,0,0,0,0,0,92,0,0,1,1963,Girişimci,Tayvanlı-Amerikalı,1,0,0,0,0,"Nvidia CEO'luğu, GPU devrimi, deri ceket sahnesi",0,0,0,0,0,0,İkizler,1,1,0,paella,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Sabrina Carpenter,1,0,27,1,0,0,0,0,0,0,1,0,0,88,0,1,1,1999,Müzisyen,Amerikalı,1,0,0,0,0,"Espresso, Disney çıkışı, pop sahnesi",0,0,0,0,0,0,Koç,0,0,0,burger,8.8,0,0,0,0,0,0,0,0,0,0,1,0
Tu Youyou,0,0,96,0,0,0,0,0,0,0,0,0,0,86,0,0,0,1930,Bilim İnsanı,Çinli,0,0,0,0,0,"artemisinin, sıtma tedavisi, Nobel Fizyoloji",0,0,0,0,0,0,Balık,0,0,0,pasta,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Çelik Erişçi,1,0,60,0,1,0,0,0,0,0,1,0,0,80,0,0,1,1966,Müzisyen,Türk,0,0,0,0,0,"Hercai, Cici Kız, İzel-Çelik-Ercan",0,0,0,0,0,0,Akrep,0,1,1,lahmacun,8.0,0,0,0,0,0,0,0,0,0,0,0,1
Nilüfer Göle,1,0,73,0,1,0,0,0,0,0,0,0,0,78,0,0,1,1953,Sosyolog,Türk,1,0,0,0,0,"modernlik ve İslam, mahrem alan, kamusal görünürlük çalışmaları",0,0,0,0,0,0,İkizler,0,0,0,mantı,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Allen Iverson,1,0,51,0,0,0,0,0,0,0,0,1,0,90,183,1,1,1975,Sporcu,Amerikalı,1,0,0,0,0,"The Answer lakabı, crossover, practice konuşması",0,0,0,0,0,0,Terazi,0,0,0,ramen,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Yves Saint Laurent,1,0,90,1,0,0,0,0,0,0,0,0,0,90,0,0,0,1936,Moda Tasarımcısı,Fransız,0,0,0,0,0,"Le Smoking, Mondrian elbise, haute couture devrimi",0,0,0,0,0,0,Boğa,1,0,1,pancake,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kawhi Leonard,1,0,35,1,0,0,0,0,0,0,0,1,0,88,201,0,1,1991,Sporcu,Amerikalı,0,0,0,0,0,"sessiz yıldız, Toronto şampiyonluğu, büyük eller",0,0,0,0,0,0,Başak,0,0,0,risotto,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Jennifer Doudna,0,0,62,1,0,0,0,0,0,0,0,0,0,90,0,1,1,1964,Bilim İnsanı,Amerikalı,0,0,0,0,0,"CRISPR-Cas9, Nobel Kimya, gen düzenleme devrimi",0,0,0,0,0,0,Koç,0,1,0,salad,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Ece Temelkuran,1,0,53,1,1,0,0,0,0,0,0,0,0,80,0,0,1,1973,Yazar,Türk,0,0,0,0,0,"Muz Sesleri, Türkiye'den yazılar, politik denemeler",0,0,0,0,0,0,Başak,0,0,0,pide,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Yoshua Bengio,1,0,62,1,0,0,0,0,0,0,0,0,0,86,0,0,1,1964,Bilim İnsanı,Kanadalı,0,0,0,0,0,"derin öğrenme, Montreal AI, Turing Ödülü",0,0,0,0,0,0,Boğa,1,0,1,sushi,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Aslı Erdoğan,1,0,59,1,1,0,0,0,0,0,0,0,0,78,0,0,1,1967,Yazar,Türk,0,0,0,0,0,"Kırmızı Pelerinli Kent, fizik geçmişi, insan hakları yazıları",0,0,0,0,0,0,Boğa,1,0,1,kuru fasulye,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Olaf Scholz,1,0,68,1,0,0,0,0,1,0,0,0,0,84,0,0,1,1958,Lider,Alman,0,0,0,0,0,"Almanya şansölyesi, SPD liderliği, Hamburg belediye başkanlığı",0,0,0,0,0,0,Boğa,0,1,1,risotto,0.0,0,0,0,0,0,0,0,0,0,1,0,1
Shinzo Abe,1,0,72,0,0,0,0,0,1,0,0,0,0,90,0,0,1,1954,Lider,Japon,0,0,0,0,0,"Japonya başbakanlığı, Abenomics, suikast",0,0,0,0,0,0,Akrep,1,0,1,pancake,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Amos Tversky,1,0,89,1,0,0,0,0,0,0,0,0,0,86,0,0,0,1937,Bilim İnsanı,İsrailli,1,1,0,0,0,"beklenti teorisi, bilişsel yanlılıklar, Kahneman ortaklığı",0,0,0,0,0,0,Aslan,0,1,0,burger,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Hillary Clinton,1,0,79,1,0,0,0,0,1,0,0,0,0,94,0,0,1,1947,Lider,Amerikalı,1,0,0,0,0,"ABD dışişleri bakanlığı, 2016 adaylığı, First Lady dönemi",0,0,0,0,0,0,Yay,1,0,0,pizza,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Eric Lander,1,0,69,1,0,0,0,0,0,0,0,0,0,80,0,1,1,1957,Bilim İnsanı,Amerikalı,0,0,0,0,0,"genom projeleri, Broad Institute, biyoinformatik",0,0,0,0,0,0,Oğlak,0,1,1,risotto,0.0,0,0,0,0,0,0,0,1,0,0,0,1
Sheikh Hasina,1,0,79,1,0,0,0,0,1,0,0,0,0,82,0,0,1,1947,Lider,Bangladeşli,1,1,0,0,0,"Bangladeş başbakanlığı, Awami League, uzun iktidar dönemi",0,0,0,0,0,0,Yay,1,1,0,pizza,0.0,0,0,0,0,0,0,0,0,0,1,1,1
J.M. Coetzee,1,0,86,0,0,0,0,0,0,0,0,0,0,86,0,0,1,1940,Yazar,Güney Afrikalı,1,0,0,0,0,"Disgrace, Waiting for the Barbarians, Nobel Edebiyat",0,0,0,0,0,0,Kova,1,0,0,pizza,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Giggs,1,0,53,0,0,0,0,0,0,0,0,1,0,86,179,1,1,1973,Futbolcu,Galli,0,0,1,0,0,"Manchester United kanadı, uzun kariyer, Premier League rekorları",0,0,0,0,0,0,Yengeç,1,0,1,sushi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Andrea Ghez,0,0,61,1,0,0,0,0,0,0,0,0,0,84,0,1,1,1965,Bilim İnsanı,Amerikalı,0,0,0,0,0,"Samanyolu kara deliği, Nobel Fizik, galaktik merkez gözlemleri",0,0,0,0,0,0,Oğlak,0,1,1,risotto,0.0,0,0,0,0,0,0,0,1,0,0,0,1
Narendra Modi,1,0,76,1,0,0,0,0,1,0,0,0,0,96,0,1,1,1950,Lider,Hint,1,0,0,0,0,"Hindistan başbakanlığı, BJP, Gujarat geçmişi",0,0,0,0,0,0,Koç,0,0,0,taco,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Sam Altman,1,0,41,0,0,0,0,0,0,0,0,0,0,92,0,0,1,1985,Girişimci,Amerikalı,1,0,0,0,0,"OpenAI CEO'luğu, Y Combinator, yapay zekâ tartışmaları",0,0,0,0,0,0,İkizler,0,0,0,burger,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Jean Piaget,1,0,130,1,0,0,0,0,0,0,0,0,0,90,0,0,0,1896,Psikolog,İsviçreli,1,1,0,0,0,"bilişsel gelişim evreleri, çocuk psikolojisi, şema kavramı",0,0,0,0,0,0,Yay,1,0,0,paella,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Dan Jones,1,0,45,0,0,0,0,0,0,0,0,0,0,76,0,0,1,1981,Tarihçi,İngiliz,1,0,0,0,0,"Plantagenets, Crusaders, Orta Çağ popüler tarih kitapları",0,0,0,0,0,0,İkizler,0,0,0,ramen,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Gülten Dayıoğlu,1,0,91,1,1,0,0,0,0,0,0,0,0,82,0,1,0,1935,Yazar,Türk,1,0,0,0,0,"Fadiş, çocuk edebiyatı, gezi kitapları",0,0,0,0,0,0,Koç,0,0,0,lahmacun,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Mukesh Ambani,1,0,69,1,0,0,0,0,0,0,0,0,0,88,0,0,1,1957,İş İnsanı,Hint,0,0,0,0,0,"Reliance Industries, Antilia evi, Jio telecom",0,0,0,0,0,0,Boğa,0,1,1,steak,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Scott Morrison,1,0,58,0,0,0,0,0,1,0,0,0,0,76,0,0,1,1968,Lider,Avustralyalı,1,0,0,0,0,"Avustralya başbakanlığı, bushfire eleştirileri, Liberal Parti",0,0,0,0,0,0,Kova,1,0,0,pizza,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Busta Rhymes,1,0,54,0,0,0,0,0,0,0,1,0,0,86,0,0,1,1972,Müzisyen,Amerikalı,0,0,0,1,0,"Break Ya Neck, hızlı flow, renkli klipler",0,0,0,0,0,0,Balık,0,1,0,noodle,8.6,0,0,0,0,0,0,0,0,0,0,0,1
Yao Ming,1,0,46,1,0,0,0,0,0,0,0,1,0,90,229,0,1,1980,Sporcu,Çinli,1,0,0,0,0,"Houston Rockets, 229 cm boy, Çin-NBA köprüsü",0,0,0,0,0,0,Aslan,0,0,0,salad,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Venter,1,0,80,0,0,0,0,0,0,0,0,0,0,86,0,1,1,1946,Bilim İnsanı,Amerikalı,1,0,0,0,0,"insan genomu, shotgun sequencing, sentetik biyoloji",0,0,0,0,0,0,Terazi,0,0,0,curry,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Edward Said,1,0,91,1,0,0,0,0,0,0,0,0,0,90,0,0,0,1935,Yazar,Filistinli-Amerikalı,1,1,0,0,0,"Oryantalizm, sürgün entelektüel, Filistin savunusu",0,0,0,0,0,0,Yay,1,0,0,paella,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Sigmund Freud,1,0,83,1,0,0,0,0,0,0,0,0,1,98,172,6,0,1856,Psikanalist,Avusturyalı,1,1,0,0,0,Psikanalizin kurucusu ve bilinçaltı,0,0,0,0,0,0,Taurus,0,1,0,None,0.0,0,0,0,0,0,0,0,0,0,1,0,0
Fumio Kishida,1,0,69,1,0,0,0,0,1,0,0,0,0,76,0,1,1,1957,Lider,Japon,0,0,0,0,0,"Japonya başbakanlığı, Hiroshima kökeni, dış politika gündemi",0,0,0,0,0,0,Oğlak,0,1,1,noodle,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Michael Bloomberg,1,0,84,1,0,0,0,0,0,0,0,0,0,90,0,1,1,1942,İş İnsanı,Amerikalı,1,0,0,0,0,"Bloomberg LP, New York belediye başkanlığı, finans terminali",0,0,0,0,0,0,Koç,0,0,0,ramen,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Sam Kerr,1,0,33,1,0,0,0,0,0,0,0,1,0,84,167,0,1,1993,Futbolcu,Avustralyalı,0,0,1,0,0,"Chelsea forveti, takla sevinci, Matildas kaptanı",0,0,0,0,0,0,Başak,0,1,0,falafel,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Dwyane Wade,1,0,44,1,0,0,0,0,0,0,0,1,0,88,193,0,1,1982,Sporcu,Amerikalı,0,0,0,0,0,"Miami Heat, Flash lakabı, 2006 finali",0,0,0,0,0,0,Boğa,0,0,1,falafel,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Füruzan,1,0,94,0,1,0,0,0,0,0,0,0,0,84,0,1,0,1932,Yazar,Türk,1,0,0,0,0,"Parasız Yatılı, 47'liler, göç ve yoksulluk öyküleri",0,0,0,0,0,0,Terazi,1,1,0,iskender,0.0,0,0,0,0,0,0,0,1,0,0,1,0
Marc Andreessen,1,0,55,0,0,0,0,0,0,0,0,0,0,84,0,0,1,1971,Girişimci,Amerikalı,0,0,0,0,0,"Netscape, Andreessen Horowitz, browser tarihi",0,0,0,0,0,0,Balık,0,0,0,risotto,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Dmitry Medvedev,1,0,61,1,0,0,0,0,1,0,0,0,0,82,0,0,1,1965,Lider,Rus,0,0,0,0,0,"Rusya başkanlığı, başbakanlık, teknoloji imajı",0,0,0,0,0,0,Başak,0,0,0,falafel,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Tanıl Bora,1,0,63,1,1,0,0,0,0,0,0,0,0,76,0,0,1,1963,Yazar,Türk,1,0,0,0,0,"Türkiye'de milliyetçilik, Birikim çevresi, futbol yazıları",0,0,0,0,0,0,Yay,0,0,0,çiğ köfte,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Kamala Harris,1,0,62,1,0,0,0,0,1,0,0,0,0,92,0,0,1,1964,Lider,Amerikalı,1,1,0,0,0,"ABD başkan yardımcılığı, Kaliforniya senatörlüğü, savcı geçmişi",0,0,0,0,0,0,Yay,1,1,0,pizza,0.0,0,0,0,0,0,0,0,0,0,1,1,1
Gareth Bale,1,0,37,0,0,0,0,0,0,0,0,1,0,90,186,0,1,1989,Futbolcu,Galli,0,0,1,0,0,"Real Madrid, Şampiyonlar Ligi röveşatası, golf sevgisi",0,0,0,0,0,0,Balık,0,1,0,noodle,0.0,0,0,0,1,0,0,0,0,0,0,0,0
Mahathir Mohamad,1,0,101,1,0,0,0,0,1,0,0,0,0,86,0,0,0,1925,Lider,Malezyalı,0,0,0,0,0,"Malezya başbakanlığı, uzun siyasi kariyer, Asya kalkınma modeli",0,0,0,0,0,0,Başak,1,0,0,sushi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Çetin Altan,1,0,99,0,1,0,0,0,1,0,0,0,0,84,0,0,0,1927,Yazar,Türk,0,0,0,0,0,"Milliyet köşe yazıları, Büyük Gözaltı, parlamenter geçmişi",0,0,0,0,0,0,Akrep,0,0,1,lahmacun,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Boris Johnson,1,0,62,0,0,0,0,0,1,0,0,0,0,92,0,1,1,1964,Lider,İngiliz,1,0,0,0,0,"Brexit kampanyası, Londra belediye başkanlığı, dağınık saç imajı",0,0,0,0,0,0,Terazi,0,0,0,taco,0.0,0,0,0,0,0,0,0,1,0,0,1,1
Jimmy Fallon,1,0,52,0,0,0,0,1,0,0,0,0,0,86,0,0,1,1974,Sunucu,Amerikalı,1,0,0,0,0,"The Tonight Show, müzikli skeçler, Saturday Night Live",0,0,0,1,0,0,İkizler,0,0,0,ramen,0.0,0,0,0,0,0,0,0,0,0,0,1,0
George Church,1,0,72,0,0,0,0,0,0,0,0,0,0,82,0,0,1,1954,Bilim İnsanı,Amerikalı,1,0,0,0,0,"sentetik biyoloji, gen düzenleme, Harvard genom çalışmaları",0,0,0,0,0,0,İkizler,0,0,0,ramen,0.0,0,0,0,0,0,0,0,0,0,0,1,1
